"","cross_EWR_1","vis_EWR_1","snow_EWR_1","TS_EWR_1","rain_EWR_1","status_EWR","A_EWR","AirDelay_EWR"
"379",14.5548444192606,10,"FALSE","FALSE","FALSE",0,39,-2.39
"380",14.5548444192606,10,"FALSE","FALSE","FALSE",0,31,0.48
"381",14.5548444192606,10,"FALSE","FALSE","FALSE",0,33,-2.18
"382",14.5548444192606,10,"FALSE","FALSE","FALSE",0,38,-3
"383",14.5548444192606,10,"FALSE","FALSE","FALSE",0,36,3.81
"384",14.5548444192606,10,"FALSE","FALSE","FALSE",0,35,-2.7
"385",2.73616114660535,10,"FALSE","FALSE","FALSE",0,22,-34.42
"386",2.73616114660535,10,"FALSE","FALSE","FALSE",0,35,-22.3
"387",2.73616114660535,10,"FALSE","FALSE","FALSE",0,37,-3.08
"388",2.73616114660535,10,"FALSE","FALSE","FALSE",0,34,-6.07
"389",2.73616114660535,10,"FALSE","FALSE","FALSE",0,39,-2.11
"390",2.73616114660535,10,"FALSE","FALSE","FALSE",0,35,-2.82
"391",2.73616114660535,10,"FALSE","FALSE","FALSE",0,38,1.08
"392",2.73616114660535,10,"FALSE","FALSE","FALSE",0,31,-3.13
"393",2.73616114660535,10,"FALSE","FALSE","FALSE",0,31,-6.51
"394",2.05212085995401,10,"FALSE","FALSE","FALSE",0,36,-3
"395",2.05212085995401,10,"FALSE","FALSE","FALSE",0,36,1.78
"396",2.05212085995401,10,"FALSE","FALSE","FALSE",0,38,-2.94
"397",0.868240888334652,10,"FALSE","FALSE","FALSE",0,22,-2.08
"398",0.868240888334652,10,"FALSE","FALSE","FALSE",0,35,3.8
"399",0.868240888334652,10,"FALSE","FALSE","FALSE",0,33,-1.35
"400",0.868240888334652,10,"FALSE","FALSE","FALSE",0,35,-0.43
"401",0.868240888334652,10,"FALSE","FALSE","FALSE",0,36,-1.16
"402",0.868240888334652,10,"FALSE","FALSE","FALSE",0,38,-2.62
"403",2.05212085995401,10,"FALSE","FALSE","FALSE",0,39,1.39
"404",2.05212085995401,10,"FALSE","FALSE","FALSE",0,30,2.37
"405",2.05212085995401,10,"FALSE","FALSE","FALSE",0,32,-5.11
"406",2.05212085995401,10,"FALSE","FALSE","FALSE",0,36,1.19
"407",2.05212085995401,10,"FALSE","FALSE","FALSE",0,36,-3.95
"408",2.05212085995401,10,"FALSE","FALSE","FALSE",0,34,0.12
"409",4.33012701892219,10,"FALSE","FALSE","FALSE",0,23,-0.36
"410",4.33012701892219,10,"FALSE","FALSE","FALSE",0,34,0.76
"411",4.33012701892219,10,"FALSE","FALSE","FALSE",1,38,5.52
"412",4.33012701892219,10,"FALSE","FALSE","FALSE",1,37,1.61
