"","cross_LGAa_1","cross_LGAb_1","vis_LGA_1","snow_LGA_1","TS_LGA_1","rain_LGA_1","status_LGA","A_LGA","AirDelay_LGA"
"1536",3.85672565811924,4.59626665871387,10,"FALSE","FALSE","FALSE",0,12,0.73
"1543",0.694592710667721,3.93923101204883,10,"FALSE","FALSE","FALSE",0,34,3.47
"1544",0.694592710667721,3.93923101204883,10,"FALSE","FALSE","FALSE",0,35,4.6
"1545",0.694592710667721,3.93923101204883,10,"FALSE","FALSE","FALSE",0,28,6.32
"1549",6.06217782649107,8.45723358707318,0.75,"TRUE","FALSE","FALSE",1,36,85.86
"1550",6.06217782649107,8.45723358707318,0.75,"TRUE","FALSE","FALSE",1,32,48.27
"1551",6.06217782649107,8.45723358707318,0.75,"TRUE","FALSE","FALSE",1,33,9.6
"1552",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",1,35,22
"1553",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",1,39,8
"1554",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",1,33,6.67
"1555",6.06217782649107,12.2160040702168,0.75,"TRUE","FALSE","FALSE",1,38,9.06
"1556",6.06217782649107,12.2160040702168,0.75,"TRUE","FALSE","FALSE",1,39,7.29
"1557",6.06217782649107,12.2160040702168,0.75,"TRUE","FALSE","FALSE",1,34,5.26
"1558",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",1,32,5
"1559",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",1,35,3.62
"1560",6.06217782649107,3.5,10,"FALSE","FALSE","FALSE",0,37,2.48
"1561",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,36,2.97
"1562",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,32,3.03
"1563",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,33,1.7
"1564",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,33,1.07
"1565",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,37,1.42
"1566",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,32,1.97
"1567",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,37,2.23
"1568",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,40,2.92
"1569",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,32,4.45
"1570",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,30,6.4
"1571",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,35,3.29
"1572",8.42648887430876,7.07066370655193,10,"FALSE","FALSE","FALSE",0,36,0.75
"1573",2.43107448733702,13.7873085421709,1,"FALSE","FALSE","TRUE",0,36,0
"1574",2.43107448733702,13.7873085421709,1,"FALSE","FALSE","TRUE",0,32,2.75
"1575",2.43107448733702,13.7873085421709,1,"FALSE","FALSE","TRUE",0,33,2.7
"1579",1.38918542133544,7.87846202409766,5,"FALSE","FALSE","FALSE",0,38,3.04
"1580",1.38918542133544,7.87846202409766,5,"FALSE","FALSE","FALSE",0,39,3.39
"1581",1.38918542133544,7.87846202409766,5,"FALSE","FALSE","FALSE",0,32,2.41
"1585",17.8541597949323,6.49838272318771,6,"FALSE","FALSE","FALSE",0,36,2.91
"1586",17.8541597949323,6.49838272318771,6,"FALSE","FALSE","FALSE",0,32,1.88
"1587",17.8541597949323,6.49838272318771,6,"FALSE","FALSE","FALSE",0,34,3.06
"1588",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,35,3.47
"1589",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,39,2.44
"1590",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,32,2.82
"1591",6.92820323027551,4.49951326780577,6,"FALSE","FALSE","FALSE",0,39,2.8
"1592",6.92820323027551,4.49951326780577,6,"FALSE","FALSE","FALSE",0,39,2.89
"1593",6.92820323027551,4.49951326780577,6,"FALSE","FALSE","FALSE",0,33,3.44
"1594",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,33,4.72
"1595",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,35,7.03
"1596",5.36231110183285,4.49951326780577,6,"FALSE","FALSE","FALSE",0,38,7.54
"1597",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,36,3.49
"1598",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,32,5.52
"1599",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,34,3.33
"1600",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,35,3.75
"1601",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,39,3.53
"1602",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,32,5
"1603",9.52627944162882,5.5,10,"FALSE","FALSE","FALSE",0,39,4.71
"1604",9.52627944162882,5.5,10,"FALSE","FALSE","FALSE",0,39,6.13
"1605",9.52627944162882,5.5,10,"FALSE","FALSE","FALSE",0,33,6.47
"1606",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,33,4
"1607",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,35,5.97
"1608",4.59626665871387,3.85672565811924,10,"FALSE","FALSE","FALSE",0,38,5.43
"1609",9,10.3923048454133,10,"FALSE","FALSE","FALSE",0,29,3.36
"1610",9,10.3923048454133,10,"FALSE","FALSE","FALSE",0,18,1.84
"1611",9,10.3923048454133,10,"FALSE","FALSE","FALSE",0,16,1.06
"1612",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,22,1.32
"1613",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,17,2.22
"1614",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,23,2.59
"1615",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,18,3.47
"1616",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,23,5.57
"1617",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,14,2.2
"1618",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,13,2.08
"1619",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,13,1.29
"1620",6,10.3923048454133,10,"FALSE","FALSE","FALSE",0,12,1.31
"1621",5.19615242270663,3.75877048314363,10,"FALSE","FALSE","FALSE",0,29,4.59
"1622",5.19615242270663,3.75877048314363,10,"FALSE","FALSE","FALSE",0,22,2.5
"1623",5.19615242270663,3.75877048314363,10,"FALSE","FALSE","FALSE",0,30,2.17
"1624",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,30,4.61
"1625",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,35,3.43
"1626",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,29,3.48
"1627",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,38,3.63
"1628",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,36,4.82
"1629",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,33,8.54
"1630",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,31,12.33
"1631",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,34,40.11
"1632",1.36808057330267,3.75877048314363,10,"FALSE","FALSE","FALSE",0,38,51.31
"1633",21,7,1,"TRUE","FALSE","FALSE",0,36,3.57
"1634",21,7,1,"TRUE","FALSE","FALSE",0,32,4
"1635",21,7,1,"TRUE","FALSE","FALSE",0,34,2.67
"1636",0,7,1,"TRUE","FALSE","FALSE",0,35,3.94
"1637",0,7,1,"TRUE","FALSE","FALSE",0,39,3.36
"1638",0,7,1,"TRUE","FALSE","FALSE",0,32,2.27
"1639",25,7,1,"TRUE","FALSE","FALSE",0,39,2.92
"1640",25,7,1,"TRUE","FALSE","FALSE",0,39,3.29
"1641",25,7,1,"TRUE","FALSE","FALSE",0,34,5
"1642",0,7,1,"TRUE","FALSE","FALSE",0,32,4.25
"1643",0,7,1,"TRUE","FALSE","FALSE",0,35,3.09
"1644",0,7,1,"TRUE","FALSE","FALSE",0,37,2.71
"1645",12,3.42020143325669,10,"FALSE","FALSE","FALSE",0,36,2.03
"1646",12,3.42020143325669,10,"FALSE","FALSE","FALSE",0,32,2.03
"1647",12,3.42020143325669,10,"FALSE","FALSE","FALSE",0,34,1.64
"1648",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,33,2.28
"1649",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,38,4.27
"1650",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,32,3.57
"1651",11,3.42020143325669,10,"FALSE","FALSE","FALSE",0,37,2.18
"1652",11,3.42020143325669,10,"FALSE","FALSE","FALSE",0,40,3.45
"1653",11,3.42020143325669,10,"FALSE","FALSE","FALSE",0,33,3.59
"1654",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,29,4.56
"1655",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,35,4.41
"1656",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,36,1.86
"1657",8.66025403784439,9.84807753012208,10,"FALSE","FALSE","FALSE",0,36,2.82
"1658",8.66025403784439,9.84807753012208,10,"FALSE","FALSE","FALSE",0,32,2.27
"1659",8.66025403784439,9.84807753012208,10,"FALSE","FALSE","FALSE",0,33,10.35
"1660",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,37,1.5
"1661",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,33,2.22
"1662",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,33,2.36
"1663",8.66025403784439,6.92820323027551,10,"FALSE","FALSE","FALSE",0,38,2.5
"1664",8.66025403784439,6.92820323027551,10,"FALSE","FALSE","FALSE",0,39,3.4
"1665",8.66025403784439,6.92820323027551,10,"FALSE","FALSE","FALSE",0,34,4.67
"1666",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,31,2.19
"1667",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,35,1.63
"1668",8.66025403784439,5,10,"FALSE","FALSE","FALSE",0,36,0.71
"1669",9.39692620785908,15.0350819325745,0.5,"TRUE","FALSE","FALSE",0,36,99
"1670",9.39692620785908,15.0350819325745,0.5,"TRUE","FALSE","FALSE",0,32,0
"1671",9.39692620785908,15.0350819325745,0.5,"TRUE","FALSE","FALSE",0,34,1
"1672",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,38,4.44
"1673",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,35,0
"1674",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,33,8.69
"1675",9.39692620785908,33.4834636024151,4,"FALSE","FALSE","TRUE",0,39,9.69
"1676",9.39692620785908,33.4834636024151,4,"FALSE","FALSE","TRUE",0,39,15.4
"1677",9.39692620785908,33.4834636024151,4,"FALSE","FALSE","TRUE",0,35,10
"1678",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,32,2.6
"1679",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,35,3.69
"1680",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,37,2
"1681",29.1304712443632,26.5898093313296,10,"FALSE","FALSE","FALSE",1,39,7.16
"1682",29.1304712443632,26.5898093313296,10,"FALSE","FALSE","FALSE",1,32,4.81
"1683",29.1304712443632,26.5898093313296,10,"FALSE","FALSE","FALSE",1,33,5.58
"1684",29.1304712443632,26.5898093313296,10,"FALSE","FALSE","FALSE",1,33,5.58
"1685",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",1,38,8.35
"1686",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",1,37,7.56
"1687",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",1,33,6.67
"1688",20.5692035099693,26.5898093313296,10,"FALSE","FALSE","FALSE",1,39,8.16
"1689",20.5692035099693,26.5898093313296,10,"FALSE","FALSE","FALSE",1,40,7
"1690",20.5692035099693,26.5898093313296,10,"FALSE","FALSE","FALSE",1,36,5.97
"1691",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",1,32,6.54
"1692",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",1,37,3.89
"1693",4.68850079700712,26.5898093313296,10,"FALSE","FALSE","FALSE",0,38,5.78
"1694",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,30,2.14
"1695",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,15,3.38
"1696",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,19,1.47
"1697",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,19,4.42
"1698",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,24,3.64
"1699",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,23,10.09
"1700",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,23,31.5
"1701",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,26,15.48
"1702",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,15,5.63
"1703",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,11,20.4
"1704",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,16,14.36
"1705",17.3205080756888,10,10,"FALSE","FALSE","FALSE",0,14,13.21
"1706",19.6961550602442,3.47296355333861,10,"FALSE","FALSE","FALSE",0,37,2.11
"1707",19.6961550602442,3.47296355333861,10,"FALSE","FALSE","FALSE",0,31,2.97
"1708",19.6961550602442,3.47296355333861,10,"FALSE","FALSE","FALSE",0,33,1.72
"1712",9.84807753012208,1.7364817766693,10,"FALSE","FALSE","FALSE",0,39,1.76
"1713",9.84807753012208,1.7364817766693,10,"FALSE","FALSE","FALSE",0,38,1.84
"1714",9.84807753012208,1.7364817766693,10,"FALSE","FALSE","FALSE",0,36,3.68
"1718",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,39,6.61
"1719",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,39,6.61
"1720",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,32,8.54
"1721",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,32,8.54
"1722",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,33,2.56
"1723",2.39414100327968,6.57784834550136,1,"TRUE","FALSE","FALSE",1,33,2.56
"1730",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,38,7
"1731",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,38,7
"1732",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,40,5.17
"1733",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,40,5.17
"1734",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,36,4.45
"1735",2.39414100327968,6.57784834550136,5,"FALSE","FALSE","FALSE",1,36,4.45
"1742",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",0,39,7.24
"1743",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",0,31,9.65
"1744",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,33,5.58
"1745",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,38,3.95
"1746",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,35,2.77
"1747",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,33,4.56
"1748",15.3208888623796,12.8557521937308,1,"FALSE","FALSE","TRUE",1,38,2.58
"1749",15.3208888623796,12.8557521937308,1,"FALSE","FALSE","TRUE",1,40,3.78
"1750",15.3208888623796,12.8557521937308,1,"FALSE","FALSE","TRUE",1,36,4.12
"1751",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,32,4.94
"1752",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",1,37,7.47
"1753",15.3208888623796,12.8557521937308,10,"FALSE","FALSE","FALSE",0,37,6.97
"1754",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,39,2.68
"1755",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,32,1.15
"1756",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,33,2.19
"1757",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,38,10.14
"1758",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,37,4.16
"1759",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,33,3.38
"1760",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,39,3.11
"1761",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,40,5.4
"1762",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,36,6.06
"1763",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,32,5.25
"1764",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,37,6.43
"1765",21.650635094611,12.5,10,"FALSE","FALSE","FALSE",0,38,3
"1766",9.39692620785908,6.12835554495182,0.75,"FALSE","FALSE","FALSE",1,39,29.13
"1767",9.39692620785908,6.12835554495182,0.75,"FALSE","FALSE","FALSE",1,32,78.26
"1768",9.39692620785908,6.12835554495182,0.75,"FALSE","FALSE","FALSE",1,33,124.67
"1769",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",1,38,119.44
"1770",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",1,37,45.32
"1771",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",1,33,26.73
"1772",9.39692620785908,9.19253331742774,0.25,"FALSE","FALSE","FALSE",1,39,6.8
"1773",9.39692620785908,9.19253331742774,0.25,"FALSE","FALSE","FALSE",1,40,7.21
"1774",9.39692620785908,9.19253331742774,0.25,"FALSE","FALSE","FALSE",1,36,8.64
"1775",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",1,32,3.53
"1776",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,37,4.3
"1777",9.39692620785908,3.42020143325669,10,"FALSE","FALSE","FALSE",0,38,2.12
"1778",0,9,10,"FALSE","FALSE","FALSE",0,35,4.82
"1779",0,9,10,"FALSE","FALSE","FALSE",0,15,3.4
"1780",0,9,10,"FALSE","FALSE","FALSE",0,20,3.1
"1784",4.34120444167326,24.6201938253052,10,"FALSE","FALSE","FALSE",0,23,4.14
"1785",4.34120444167326,24.6201938253052,10,"FALSE","FALSE","FALSE",0,27,8.7
"1786",4.34120444167326,24.6201938253052,10,"FALSE","FALSE","FALSE",0,16,2.88
"1790",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,26,2.44
"1791",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,25,4.12
"1792",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,28,3.57
"1793",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,36,4.72
"1794",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,33,6.58
"1795",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,29,3.17
"1796",5.90884651807325,9.84807753012208,10,"FALSE","FALSE","FALSE",0,39,2.6
"1797",5.90884651807325,9.84807753012208,10,"FALSE","FALSE","FALSE",0,38,3.11
"1798",5.90884651807325,9.84807753012208,10,"FALSE","FALSE","FALSE",0,36,3.88
"1799",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,29,5.55
"1800",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,36,4.71
"1801",1.7364817766693,9.84807753012208,10,"FALSE","FALSE","FALSE",0,37,3.5
"1802",11.8176930361465,2.08377813200316,10,"FALSE","FALSE","FALSE",0,39,3.17
"1803",11.8176930361465,2.08377813200316,10,"FALSE","FALSE","FALSE",0,32,2.66
"1804",11.8176930361465,2.08377813200316,10,"FALSE","FALSE","FALSE",0,33,2.97
"1805",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,38,2.66
"1806",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,37,3.17
"1807",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,33,2.18
"1808",25.3717007612195,9.23454386979306,10,"FALSE","FALSE","FALSE",0,39,2.64
"1809",25.3717007612195,9.23454386979306,10,"FALSE","FALSE","FALSE",0,40,4.41
"1810",25.3717007612195,9.23454386979306,10,"FALSE","FALSE","FALSE",0,36,4.77
"1811",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,32,3.42
"1812",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,37,4.23
"1813",5.63815572471545,2.05212085995401,10,"FALSE","FALSE","FALSE",0,38,2.11
"1814",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,39,7.05
"1815",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,32,4.48
"1816",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,32,3.73
"1817",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,38,4.53
"1818",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,34,5.12
"1819",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,33,5.5
"1820",24.4320081404336,13.4985398034173,10,"FALSE","FALSE","FALSE",0,38,5.28
"1821",24.4320081404336,13.4985398034173,10,"FALSE","FALSE","FALSE",0,40,4.36
"1822",24.4320081404336,13.4985398034173,10,"FALSE","FALSE","FALSE",0,36,5.18
"1823",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,32,2.9
"1824",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,37,2.17
"1825",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,37,1.97
"1826",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,39,10
"1827",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,31,11.67
"1828",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,33,7.64
"1829",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,38,7.09
"1830",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,35,6.97
"1831",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,33,4.41
"1832",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,38,7.61
"1833",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,40,5.92
"1834",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,36,4.79
"1835",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,32,1.91
"1836",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,37,3.74
"1837",24.4320081404336,8.89252372646739,10,"FALSE","FALSE","FALSE",0,37,2.06
"1838",9.39692620785909,6.06217782649107,10,"FALSE","FALSE","FALSE",0,39,6.33
"1839",9.39692620785909,6.06217782649107,10,"FALSE","FALSE","FALSE",0,32,3.56
"1840",9.39692620785909,6.06217782649107,10,"FALSE","FALSE","FALSE",0,33,5.38
"1841",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,38,6.77
"1842",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,37,8.36
"1843",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,33,10.76
"1844",14,24.2487113059643,10,"FALSE","FALSE","FALSE",0,39,6.33
"1845",14,24.2487113059643,10,"FALSE","FALSE","FALSE",0,40,6.22
"1846",14,24.2487113059643,10,"FALSE","FALSE","FALSE",0,36,7.17
"1847",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,32,9.75
"1848",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,37,15.49
"1849",9.39692620785909,3.42020143325669,10,"FALSE","FALSE","FALSE",0,38,14.46
"1850",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,39,4.15
"1851",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,32,3.16
"1852",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,33,2.24
"1853",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,38,2.08
"1854",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,37,1.92
"1855",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,33,1.5
"1856",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,39,2.4
"1857",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,40,8.35
"1858",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,36,7.21
"1859",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,32,3.56
"1860",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,37,2.77
"1861",26.3113933820054,9.57656401311872,10,"FALSE","FALSE","FALSE",0,38,2.71
"1868",5.78508848717885,6.8943999880708,10,"FALSE","FALSE","FALSE",0,23,3.13
"1869",5.78508848717885,6.8943999880708,10,"FALSE","FALSE","FALSE",0,29,3.17
"1870",5.78508848717885,6.8943999880708,10,"FALSE","FALSE","FALSE",0,15,2.33
"1874",5.19615242270663,6.06217782649107,10,"FALSE","FALSE","FALSE",0,26,11.25
"1875",5.19615242270663,6.06217782649107,10,"FALSE","FALSE","FALSE",0,32,1.69
"1876",5.19615242270663,6.06217782649107,10,"FALSE","FALSE","FALSE",0,33,3.19
"1877",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,33,2.16
"1878",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,34,1.88
"1879",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,29,1.64
"1880",6.57784834550136,6.06217782649107,10,"FALSE","FALSE","FALSE",0,38,2.77
"1881",6.57784834550136,6.06217782649107,10,"FALSE","FALSE","FALSE",0,38,6.55
"1882",6.57784834550136,6.06217782649107,10,"FALSE","FALSE","FALSE",0,35,6.19
"1883",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,29,4.05
"1884",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,35,1.24
"1885",3.5,6.06217782649107,10,"FALSE","FALSE","FALSE",0,35,0.5
"1886",16.8529777486175,14.1413274131039,10,"FALSE","FALSE","FALSE",0,38,2.48
"1887",16.8529777486175,14.1413274131039,10,"FALSE","FALSE","FALSE",0,34,1.22
"1888",16.8529777486175,14.1413274131039,10,"FALSE","FALSE","FALSE",0,37,2.56
"1889",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,38,3.12
"1890",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,37,4.24
"1891",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,32,3.89
"1892",13.7887999761416,11.5701769743577,10,"FALSE","FALSE","FALSE",0,39,2.48
"1893",13.7887999761416,11.5701769743577,10,"FALSE","FALSE","FALSE",0,40,3.83
"1894",13.7887999761416,11.5701769743577,10,"FALSE","FALSE","FALSE",0,35,4.19
"1895",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,32,2.86
"1896",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,37,2.13
"1897",6.57784834550136,2.39414100327968,10,"FALSE","FALSE","FALSE",0,36,2.39
