"","cross_JFK_1","vis_JFK_1","snow_JFK_1","TS_JFK_1","rain_JFK_1","status_JFK","A_JFK","AirDelay_JFK"
"373",5.14230087749231,10,"FALSE","FALSE","FALSE",0,14,0.07
"374",5.14230087749231,10,"FALSE","FALSE","FALSE",0,14,-10.89
"375",5.14230087749231,10,"FALSE","FALSE","FALSE",0,21,4.41
"376",4.49951326780577,10,"FALSE","FALSE","FALSE",0,42,3.97
"377",4.49951326780577,10,"FALSE","FALSE","FALSE",0,36,-7.85
"378",4.49951326780577,10,"FALSE","FALSE","FALSE",0,41,-6.08
"379",15.5884572681199,10,"FALSE","FALSE","FALSE",0,38,-0.94
"380",15.5884572681199,10,"FALSE","FALSE","FALSE",0,35,4.85
"381",15.5884572681199,10,"FALSE","FALSE","FALSE",0,34,4.97
"382",15.5884572681199,10,"FALSE","FALSE","FALSE",0,31,2.64
"383",15.5884572681199,10,"FALSE","FALSE","FALSE",0,33,1.13
"384",15.5884572681199,10,"FALSE","FALSE","FALSE",0,27,-3.45
"385",7.51754096628727,10,"FALSE","FALSE","FALSE",0,12,-58.85
"386",7.51754096628727,10,"FALSE","FALSE","FALSE",0,15,9.65
"387",7.51754096628727,10,"FALSE","FALSE","FALSE",0,20,3.04
"388",7.51754096628727,10,"FALSE","FALSE","FALSE",0,39,4.34
"389",7.51754096628727,10,"FALSE","FALSE","FALSE",0,35,-3.65
"390",7.51754096628727,10,"FALSE","FALSE","FALSE",0,43,-2.06
"391",7.51754096628727,10,"FALSE","FALSE","FALSE",0,37,-3.55
"392",7.51754096628727,10,"FALSE","FALSE","FALSE",0,34,8.85
"393",7.51754096628727,10,"FALSE","FALSE","FALSE",0,32,8.26
